tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani
03/11/2024,Adana,3,3,4,0,QUATRO(7) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,56,M.KIYAK,ERKUT ŞAHİN,HAS.YILDIRIM,2.12.26,16.35
03/11/2024,Adana,3,3,5,0,BECERİKLİ EZGİ(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y a k,59,R.KETME,YILMAZ TEKİNALP,A.DİNÇ,2.12.53,7.65
03/11/2024,Adana,3,3,6,0,HADİOĞLU(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,58 +0.10 Fazla Kilo,SAL.ÇELİK,BEYHAN HADİOĞLU,S.DEMİR,2.14.26,6.5
03/11/2024,Adana,3,3,7,0,BÜYÜKSU(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,58,F.S.M.SANSAR,MELİS KURTEL EMİN,C.DEMİR,2.21.42,11.95
03/11/2024,Adana,3,3,8,0,ATHENA(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k k,54 +1.30 Fazla Kilo,İ.AKIN,BÜLENT KAPLAN,A.KARAKUŞ,2.21.49,77.8
03/11/2024,Adana,3,4,1,1,KING OF TÜLMEN(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,N.DEMİR,FATMA KAN,S.KAN,1.12.32,3.85
03/11/2024,Adana,3,4,2,0,LION ATLAS(4) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,57,İ.GÖÇER,SEDAT YILDIRIM,At Sahibi EMİN KARATAŞ,1.12.74,30.5
03/11/2024,Adana,3,4,3,0,STAR OF THE DAY(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,57,MÜS.ÇELİK,KADER BATMACI,F.SERİNTÜRK,1.12.75,4.8
03/11/2024,Adana,3,4,4,0,SABIRLI ÇOCUK(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d e,54 +1.50 Fazla Kilo,M.N.SUNKAR AP Apranti,BURHAN ATAY,S.DEMİR,1.12.91,13.75
03/11/2024,Adana,3,4,5,0,VICTORY FLOWER(12) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a d,55 +2.00 Fazla Kilo,İ.KATI,MİTHAT KATI,M.KATI,1.13.16,4.3
03/11/2024,Adana,3,4,6,0,ÇUKUROVA LİGHT(10) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,54 +0.70 Fazla Kilo,SAL.ÇELİK AP Apranti,ABDULAZİZ AZİZOĞLU,A.ÇİFTÇİ,1.13.25,5.7
03/11/2024,Adana,3,4,7,0,WOLFY(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +0.70 Fazla Kilo,F.S.M.SANSAR AP Apranti,HALUK CANÇEKER,M.ÖZDİL,1.13.43,8.4
03/11/2024,Adana,3,4,8,0,KIZIGAN(3) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,B.KILINÇ,V.BERKAY BİLGE,S.DEMİR,1.13.92,58.2
03/11/2024,Adana,3,4,9,0,QUALITY LIFE(11) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,51 +2.00 Fazla Kilo,M.KIYAK AP Apranti,ESER ÖKSÜZER,A.DİNÇ,1.15.57,58.1
03/11/2024,Adana,3,4,10,0,YAĞIZ ALİM(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. GKR Göz koruyucu takılacağını ifade eder.,2y d e,53 +2.00 Fazla Kilo,İ.AKIN AP Apranti,TUĞÇE AZİZ ERCİŞ,H.HATUNOĞLU,1.19.17,105.45
03/11/2024,Adana,3,4,11,0,BEST OF HATİCE(9) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55,E.SİNCAN,BEŞİR KAYA,A.DİNÇ,1.23.48,61.6
03/11/2024,Adana,3,4,12,0,BORANIN OĞLU(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,57 +0.40 Fazla Kilo,V.DEMİR,ZELİHA ŞAHİN,V.TEKİN,Derecesiz,45.1
03/11/2024,Adana,3,5,1,1,ÖZGÜR RUH(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,"55,5 +1.10 Fazla Kilo",M.G.ARSLAN,MURATCAN KANAR,S.DEMİR,1.25.05,38.7
03/11/2024,Adana,3,5,2,0,KIVIRCIK OKTAY(3) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"56,5 +0.40 Fazla Kilo",V.DEMİR,BEŞİR KAYA,A.DİNÇ,1.25.07,23.4
03/11/2024,Adana,3,5,3,0,RÜZGAR DELEN(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,53 +2.00 Fazla Kilo,M.N.SUNKAR AP Apranti,YASİN TEKTAŞ,M.GÜNDÜZ,1.25.35,27.6
03/11/2024,Adana,3,5,4,0,NECMİ BABA(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,"55,5",M.A.SOLMAZ,AYDIN AYDOĞDU,İ.AKKILIÇ,1.25.38,16.7
03/11/2024,Adana,3,5,5,0,ÖNCÜÖZGÜR(9) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a e,"53,5",E.SİNCAN,NİMET ARİF KURTEL,C.DEMİR,1.25.52,6.4
03/11/2024,Adana,3,5,6,0,DİLİRAN ESİNTİSİ(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k d,53 +1.30 Fazla Kilo,F.S.M.SANSAR AP Apranti,SEDAT AVCI,H.HATUNOĞLU,1.25.57,3.8
03/11/2024,Adana,3,5,7,0,ABBAS BEY(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,"58,5",MÜS.ÇELİK,ÖMER BİLİR,R.KONUK,1.25.66,2.95
03/11/2024,Adana,3,5,8,0,AYAZ TAY(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y k e,59,İ.AKYAVUZ,SADIK AY,A.TOPRAK,1.25.95,15.35
03/11/2024,Adana,3,5,9,0,SEVİMLİ HİMALA(11) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,51 +2.00 Fazla Kilo,M.KIYAK AP Apranti,ENSAR UKAŞ,M.GÜNDÜZ,1.26.08,20.15
03/11/2024,Adana,3,5,10,0,KOCA ZEYBEK(10) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k e,52 +2.00 Fazla Kilo,S.KAPLAN,MAHMUT KARAKEÇİ,M.Y.KILINÇ,1.26.82,9.35
03/11/2024,Adana,3,5,11,0,GÜZELNİSA(7) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a d,"53,5 +1.80 Fazla Kilo",N.DEMİR,YILMAZ TANRISEVER,RES.KAYA,1.26.99,28.8
03/11/2024,Adana,3,6,1,1,HIZLI GÖR(9) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,53 +2.00 Fazla Kilo,N.DEMİR,HAKAN BARIŞ,O.ALTUNTAŞ,1.29.99,22.3
03/11/2024,Adana,3,6,2,0,HORSE HUNTER(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53,M.A.AKGÖBEK AP Apranti,ALİ ŞEKER,M.GÜNDÜZ,1.30.08,11.65
03/11/2024,Adana,3,6,3,0,SMART CLEM(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,MÜS.ÇELİK,HÜSEYİN UÇAR,Y.UÇAR,1.30.11,2.05
03/11/2024,Adana,3,6,4,0,FLASH OVER(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,M.A.SOLMAZ,ERAY HAZAR,T.TÜRKMEN,1.31.05,4.55
03/11/2024,Adana,3,6,5,0,SUNDANCE(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,M.G.ARSLAN,AHMET CEMİL BURHANLIOĞLU,T.TÜRKMEN,1.31.85,10.85
03/11/2024,Adana,3,6,6,0,BLUE QUEEN(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,55 +0.40 Fazla Kilo,İ.AKYAVUZ,MUHAMMET FELHAN,A.AKBABA,1.31.87,18.1
03/11/2024,Adana,3,6,7,0,EXOSOME(7) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55 +2.00 Fazla Kilo,B.KILINÇ,GÜVEN ŞAHLI,V.TEKİN,1.33.13,53.2
03/11/2024,Adana,3,6,8,0,TALENTED SOUL(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +0.60 Fazla Kilo,F.S.M.SANSAR AP Apranti,HALUK CANÇEKER,M.ÖZDİL,1.35.87,6.6
03/11/2024,Adana,3,6,9,0,KING GALLE(8) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,51 +2.00 Fazla Kilo,M.KIYAK AP Apranti,MURAT ÇETİNEL,İ.ÇEÇAN,1.39.82,36.95
03/11/2024,Adana,3,7,1,1,WOLKA MARIA(10) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,"55,5",M.A.SOLMAZ,SERDAR SÜSLÜ,T.TÜRKMEN,1.50.18,7.05
03/11/2024,Adana,3,7,2,0,FORLORN(3) K Kulaklık takılacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder.,5y d k,60,MÜS.ÇELİK,YUSUF AKGÜL,T.TÜRKMEN,1.50.22,2.95
03/11/2024,Adana,3,7,3,0,CANTALOUPE(2) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y d k,60,SAL.ÇELİK AP Apranti,A.CEYDA FEYZULLAH,S.GÜRKAN,1.50.93,5.65
03/11/2024,Adana,3,7,4,0,LADY SEPHORA(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,6y d k,60,F.ÇETİN AP Apranti,TUNCAY SEVDİMBAŞ,Ş.AYDEMİR,1.51.42,3.75
03/11/2024,Adana,3,7,5,0,MADAM ORACLE(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,60,M.G.ARSLAN,EMRE KARAYEL,O.GİRİŞKİN,1.51.43,18.7
03/11/2024,Adana,3,7,6,0,KABA RÜZGAR(9) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,"59,5",F.S.M.SANSAR AP Apranti,MUSTAFA ASLAN,Y.MİSDİK,1.51.44,33.45
03/11/2024,Adana,3,7,7,0,MAKAWEE(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,60,N.DEMİR,ANNA KÖSEALİ,HÜS.TEKİNALP,1.51.48,17.35
03/11/2024,Adana,3,7,8,0,APPASSIONATA(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,60,F.YARDIMCI,SALİH YILDIZER,İ.AKKILIÇ,1.51.50,18.6
03/11/2024,Adana,3,7,9,0,GETTO(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k k,60,M.N.SUNKAR AP Apranti,ALİ RIZA KÖSEALİ,HÜS.TEKİNALP,1.54.28,28.85
03/11/2024,Adana,3,7,10,0,SIESTRA(8) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d k,60,İ.AKYAVUZ,NEHAR ORHON,S.POLAT,1.58.36,32.5
03/11/2024,Adana,3,8,1,1,TRAINER FATHER(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"52,5 +0.80 Fazla Kilo",M.KIYAK AP Apranti,HACİRE KAYA,A.DİNÇ,2.05.63,15.65
03/11/2024,Adana,3,8,2,0,ES GÜL HANIM(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,"60,5",M.N.SUNKAR AP Apranti,BÜLENT KOCAMAN,F.SERİNTÜRK,2.05.71,7.3
03/11/2024,Adana,3,8,3,0,ROSWELL(9) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y d e,"50,5 +2.00 Fazla Kilo",E.SİNCAN,AHMET KILIÇCIOĞLU,Y.MİSDİK,2.05.91,5.7
03/11/2024,Adana,3,8,4,0,EPICENTER(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y d e,56,SAL.ÇELİK AP Apranti,MANSUR SEVİM,S.SÜSLÜ,2.06.09,2.25
03/11/2024,Adana,3,8,5,0,HANDSOME LAKE(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d e,"57,5",V.DEMİR,ABDULLAH YILDIZ,MEH.ALTIN,2.06.34,31.55
03/11/2024,Adana,3,8,6,0,TALETELLER(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,"53,5",F.S.M.SANSAR AP Apranti,V.HAKAN KELEŞ,S.EREN,2.06.51,13.35
03/11/2024,Adana,3,8,7,0,SILENCE OF REALITY(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a e,56,MÜS.ÇELİK,ERHAN YILDIZ,R.TAŞDELEN,2.07.40,5.8
03/11/2024,Adana,3,8,8,0,ALAGİDİN(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,"58,5",F.ÇETİN AP Apranti,MEHMET ÖZKAN,Y.TUNCAY,2.08.12,40.0
03/11/2024,Adana,3,8,9,0,BROWNY LADY(5) DB Dilinin bağlanacağını ifade eder.,3y a d,"56,5",N.DEMİR,MAHMUT TEKİNALP,İ.ÇEÇAN,2.09.04,18.25
03/11/2024,Adana,3,9,1,1,GOLDEN RACER(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +0.40 Fazla Kilo,F.S.M.SANSAR AP Apranti,SELAMİ AKKILIÇ,İ.AKKILIÇ,1.11.55,2.8
03/11/2024,Adana,3,9,2,0,GENÇ ERKUŞ(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,İ.GÖÇER,SEMRA ERKUŞ,S.SÜSLÜ,1.12.09,18.95
03/11/2024,Adana,3,9,3,0,VOOMINIMO(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,60,MÜS.ÇELİK,BUKET İ. BÜYÜKNACAR,O.GİRİŞKİN,1.12.52,4.8
03/11/2024,Adana,3,9,4,0,KRALİÇE ARI(8) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,58,İ.AKYAVUZ,AYTEKİN ŞEN,A.CİĞER,1.13.05,4.9
03/11/2024,Adana,3,9,5,0,SCARY SOUL(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,54 +0.90 Fazla Kilo,SAL.ÇELİK AP Apranti,HALUK CANÇEKER,M.ÖZDİL,1.13.11,29.8
03/11/2024,Adana,3,9,6,0,GOLDEN STORMY(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,N.DEMİR,CAHİT DOĞAN,E.ACER,1.13.48,12.05
03/11/2024,Adana,3,9,7,0,LEO MELO(10) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55 +1.30 Fazla Kilo,F.YARDIMCI,GİZEM ÇAKMAKOĞLU,Y.TUNCAY,1.13.81,8.2
03/11/2024,Adana,3,9,8,0,USLU ÇOCUK(6) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y k e,57 +0.10 Fazla Kilo,M.A.SOLMAZ,TUGEN AZİZ CEYLAN,H.HATUNOĞLU,1.13.96,25.6
03/11/2024,Adana,3,9,9,0,PARİSLİ(12) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55 +1.90 Fazla Kilo,V.DEMİR,SERHAT ŞAHİN,Y.UÇAR,1.14.33,16.25
03/11/2024,Adana,3,9,10,0,VICTORY KHAN(7) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,57 +0.60 Fazla Kilo,İ.KATI,CAHİT DOĞAN,E.ACER,1.14.80,12.05
03/11/2024,Adana,3,9,11,0,ÖYKÜM AZRA(11) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d d,55,E.SİNCAN,ERHAN ASLANVURAN,V.AKÜZÜM,1.15.59,49.0
03/11/2024,Adana,3,9,,0,ANGIE BABY(9) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. (Koşmaz),2y d d,51,S.GÜMÜŞ AP Apranti,YAKUP KAYA,Y.TUNCAY,Koşmaz,
03/11/2024,Adana,3,10,1,1,MUCİZE HAN(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,60,İ.AKYAVUZ,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,1.24.29,6.7
03/11/2024,Adana,3,10,2,0,SULTANBEŞİR(9) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a a,"52,5 +1.00 Fazla Kilo",M.KIYAK AP Apranti,BEŞİR KAYA,A.DİNÇ,1.24.59,10.65
03/11/2024,Adana,3,10,3,0,DEMİR HAZALIM(10) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y a k,55 +0.50 Fazla Kilo,N.DEMİR,SABRİ DEMİR,M.PEKİN,1.24.64,4.25
03/11/2024,Adana,3,10,4,0,KILIÇ KIZI(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y a k,57,SAL.ÇELİK AP Apranti,TÜMER ULULAR,Y.ÇAĞLAR,1.24.90,13.5
03/11/2024,Adana,3,10,5,0,NEZENGÜL(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,"56,5",M.N.SUNKAR AP Apranti,İSMAİL ULAŞ,M.A.İNCESOY,1.25.04,24.6
03/11/2024,Adana,3,10,6,0,FELHANALP(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k a,56,MÜS.ÇELİK,HÜSEYİN FELHAN,A.AKBABA,1.25.40,4.8
03/11/2024,Adana,3,10,7,0,DADY(5) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k a,"55,5",F.S.M.SANSAR AP Apranti,AHMET BABACAN,M.PEKİN,1.25.53,21.2
03/11/2024,Adana,3,10,8,0,KOŞAR ZEYNEL(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k a,"57,5",F.YARDIMCI,ÖMER YARDIMCI,EY.YARDIMCI,1.25.98,11.25
03/11/2024,Adana,3,10,9,0,KIRATKIZI(11) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y a k,53,E.SİNCAN,HACIM KANDEMİR,M.PEKİN,1.26.11,9.0
03/11/2024,Adana,3,10,10,0,MİR KARTALI(6) KG Kapalı gözlük takılacağını ifade eder.,5y k a,58 +0.10 Fazla Kilo,V.DEMİR,ALİ SUSEN,M.Y.KILINÇ,1.26.28,17.65
03/11/2024,Adana,3,10,11,0,TARSUS ŞELALESİ(12) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y k a,50 +2.00 Fazla Kilo,M.AKDAĞ AP Apranti,TUNCAY YILMAZ,MER.ŞİMŞEK,1.27.07,13.25
03/11/2024,Adana,3,10,,0,MUSTİCAN(1) KG Kapalı gözlük takılacağını ifade eder. (Koşmaz),6y k a,63,M.E.DOĞAN,MUSTAFA YARDIMCI,EY.YARDIMCI,Koşmaz,
04/11/2024,Bursa,4,1,1,1,MEGA LOVE(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,54 +0.10 Fazla Kilo,N.AVCİ,FERHAT ÇELİK,D.ÇELİK,1.29.35,5.7
04/11/2024,Bursa,4,1,2,0,BLAZE OF HONOUR(5) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55,V.ABİŞ,KEMAL AYDIN ONUR,K.ŞENGEL,1.29.41,4.55
04/11/2024,Bursa,4,1,3,0,BABY LONG LEGS(8) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,53 +0.70 Fazla Kilo,C.PASO,SÜLEYMAN BAŞAR,Y.KARAKÜÇÜK,1.30.53,14.2
04/11/2024,Bursa,4,1,4,0,TILO GIRL(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57,O.ÖZTÜRK,NEDİM BAYRAK,G.SUBAŞI,1.31.08,22.25
04/11/2024,Bursa,4,1,5,0,GUTSY(1) K Kulaklık takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,54 +0.90 Fazla Kilo,C.ALTUN AP Apranti,ECEM ERDEM,SER.GÖKÇE,1.31.18,2.85
04/11/2024,Bursa,4,1,6,0,ŞEN MADENCİ(3) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y a d,57 +0.40 Fazla Kilo,N.ŞEN,GIYASETTİN ŞEN,G.DÜŞÜNCELİ,1.31.52,7.2
04/11/2024,Bursa,4,1,7,0,KIZIM UTKUN(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d d,57,M.M.BİLGİN,BÜLENT UTKUN,M.TEZEL,1.32.02,5.5
04/11/2024,Bursa,4,1,,0,MY RULES(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. (Koşmaz),2y d d,54 +1.60 Fazla Kilo,E.AKKAYA AP Apranti,KEMAL DEMİR,G.DÜŞÜNCELİ,Koşmaz,34.9
04/11/2024,Bursa,4,2,1,1,"DOBAR(3) t 350.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",6y a a,"58,5",M.M.BİLGİN,İLKER YILMAZ,SEN.GÖKÇE,2.19.33,9.2
04/11/2024,Bursa,4,2,2,0,"VEZİRKÖPRÜ(10) t 330.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y k a,55 +1.00 Fazla Kilo,MER.ÇELİK,FERİDUN GÜNDÜZ,Y.GÜNDOĞDİ,2.19.43,11.45
